City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Quatre Cocos,MU,2021-05-26 19:46:59,-20.2078,57.7625,73.51,87,12,6.42
296,Tual,ID,2021-05-26 19:45:10,-5.6667,132.75,81.37,75,100,25.12
297,Tabas,IR,2021-05-26 19:47:00,33.5959,56.9244,83.08,27,94,2.95
298,Pokrovsk,UA,2021-05-26 19:47:00,48.282,37.1758,63.54,66,99,4.63
299,Pareora,NZ,2021-05-26 19:47:01,-44.4871,171.2132,32.18,88,0,4.68
300,Iguape,BR,2021-05-26 19:45:08,-24.7081,-47.5553,65.97,70,60,4.94
301,Matagami,CA,2021-05-26 19:47:01,49.7502,-77.6328,55.51,71,90,16.35
302,Muskegon,US,2021-05-26 19:46:49,43.3,-86.1334,75.54,53,40,14.58
303,Basak,PH,2021-05-26 19:47:02,6.7274,124.1512,72.82,88,44,1.86
304,Nantucket,US,2021-05-26 19:47:02,41.2835,-70.0995,71.96,91,90,17.27
305,Esmeraldas,BR,2021-05-26 19:47:02,-19.7625,-44.3139,86.11,58,82,0.6
306,Greenwood,US,2021-05-26 19:47:03,34.1668,-82.1165,93.78,47,20,3.0
307,Novokruchininskiy,RU,2021-05-26 19:47:04,51.7833,113.7667,33.53,92,100,2.33
308,Ust-Nera,RU,2021-05-26 19:47:04,64.5667,143.2,44.2,70,74,4.88
309,Tiksi,RU,2021-05-26 19:47:05,71.6872,128.8694,32.68,96,71,1.54
310,Port Hedland,AU,2021-05-26 19:47:05,-20.3167,118.5667,69.85,40,68,9.22
311,Namatanai,PG,2021-05-26 19:47:06,-3.6667,152.4333,73.47,95,100,5.46
312,Umm Kaddadah,SD,2021-05-26 19:47:06,13.6017,26.6876,87.64,32,96,10.45
313,Polewali,ID,2021-05-26 19:47:07,-3.4324,119.3435,76.35,89,82,3.42
314,Narsaq,GL,2021-05-26 19:47:07,60.9167,-46.05,34.02,99,100,3.38
315,Sangar,RU,2021-05-26 19:47:07,63.9242,127.4739,47.79,90,100,8.03
316,Altamont,US,2021-05-26 19:47:08,42.2068,-121.7372,67.39,34,1,0.0
317,Baykit,RU,2021-05-26 19:47:08,61.67,96.37,29.35,97,45,1.5
318,Surt,LY,2021-05-26 19:47:09,31.2089,16.5887,71.38,71,97,7.05
319,Meadow Lake,US,2021-05-26 19:47:09,34.8014,-106.5436,86.77,7,100,11.45
320,Pangnirtung,CA,2021-05-26 19:45:57,66.1451,-65.7125,33.8,75,20,9.22
321,Kununurra,AU,2021-05-26 19:44:46,-15.7667,128.7333,76.98,50,100,8.05
322,Kenitra,MA,2021-05-26 19:44:05,34.261,-6.5802,69.73,67,100,7.56
323,Lahaina,US,2021-05-26 19:47:10,20.8783,-156.6825,83.95,84,7,5.93
324,Acapulco,MX,2021-05-26 19:46:04,16.8634,-99.8901,90.57,44,43,11.16
325,Saldanha,ZA,2021-05-26 19:47:10,-33.0117,17.9442,55.45,81,100,4.88
326,Meulaboh,ID,2021-05-26 19:47:11,4.1363,96.1285,79.03,86,100,16.51
327,Atocha,BO,2021-05-26 19:47:11,-20.9333,-66.2333,51.35,38,61,16.6
328,Adilpur,PK,2021-05-26 19:47:11,27.937,69.3187,91.29,9,0,7.0
329,Fuzhou,CN,2021-05-26 19:47:12,26.0614,119.3061,78.69,97,100,2.15
330,Nizwa,OM,2021-05-26 19:47:12,22.9333,57.5333,92.86,14,0,3.51
331,Bhanpura,IN,2021-05-26 19:47:13,24.513,75.7469,90.63,41,65,17.69
332,Kaitangata,NZ,2021-05-26 19:47:13,-46.2817,169.8464,34.5,73,53,4.74
333,Palmer,US,2021-05-26 19:44:52,42.1584,-72.3287,91.62,47,20,8.99
334,Aklavik,CA,2021-05-26 19:47:14,68.2191,-135.0107,34.52,69,90,10.36
335,Ancud,CL,2021-05-26 19:44:07,-41.8697,-73.8203,57.42,97,100,20.02
336,Puerto Maldonado,PE,2021-05-26 19:47:14,-12.6,-69.1833,86.4,54,20,3.44
337,Voyvozh,RU,2021-05-26 19:47:14,62.892,54.9635,33.76,62,17,4.52
338,Urdoma,RU,2021-05-26 19:47:15,61.7533,48.5442,36.52,69,84,1.19
339,Siedlce,PL,2021-05-26 19:47:15,52.1677,22.2901,57.56,79,99,7.11
340,Kisanga,TZ,2021-05-26 19:47:16,-7.4362,37.7034,72.18,64,77,0.74
341,Pacific Grove,US,2021-05-26 19:47:16,36.6177,-121.9166,81.61,77,1,1.99
342,Rawson,AR,2021-05-26 19:47:17,-43.3002,-65.1023,55.04,55,100,14.0
343,Lubango,AO,2021-05-26 19:47:17,-14.9172,13.4925,58.28,40,0,2.89
344,The Valley,AI,2021-05-26 19:47:18,18.217,-63.0578,85.86,65,75,16.11
345,Yueyang,CN,2021-05-26 19:47:18,29.3333,113.0919,65.5,96,99,5.82
346,Praia,CV,2021-05-26 19:44:01,14.9215,-23.5087,75.74,69,20,19.57
347,Amberley,US,2021-05-26 19:47:18,39.2048,-84.428,71.56,91,90,4.0
348,Alice Springs,AU,2021-05-26 19:47:19,-23.7,133.8833,36.95,81,19,9.73
349,Srednekolymsk,RU,2021-05-26 19:47:19,67.45,153.6833,50.86,55,83,15.14
350,Princeville,CA,2021-05-26 19:47:19,45.7668,-61.2985,83.62,56,1,13.22
351,Ixtapa,MX,2021-05-26 19:47:20,20.7,-105.2,83.43,61,1,10.36
352,Nyzhni Sirohozy,UA,2021-05-26 19:47:20,46.8484,34.3804,61.21,60,22,4.83
353,Shache,CN,2021-05-26 19:47:20,38.4167,77.2406,69.69,14,11,6.85
354,Pitimbu,BR,2021-05-26 19:47:21,-7.4706,-34.8086,82.99,75,7,15.05
355,Marawi,PH,2021-05-26 19:47:21,7.9986,124.2928,66.65,94,91,2.08
356,Brindisi,IT,2021-05-26 19:47:21,40.5833,17.6667,70.79,52,0,8.28
357,Rehoboth,NA,2021-05-26 19:47:22,-23.3167,17.0833,60.42,31,0,7.02
358,Primero De Enero,CU,2021-05-26 19:47:22,21.9469,-78.4283,85.86,60,98,13.65
359,Dabra,IN,2021-05-26 19:47:23,25.9,78.3333,91.9,17,96,5.17
360,Belaya Gora,RU,2021-05-26 19:47:23,68.5333,146.4167,49.32,61,33,16.55
361,Namibe,AO,2021-05-26 19:47:23,-15.1961,12.1522,74.61,74,0,1.3
362,Dunedin,NZ,2021-05-26 19:47:24,-45.8742,170.5036,46.8,42,3,15.01
363,Chaykovskaya,RU,2021-05-26 19:47:24,58.1279,55.5378,51.69,76,79,8.46
364,Oborniki,PL,2021-05-26 19:47:25,52.6474,16.8141,53.49,90,86,12.68
365,Mitsamiouli,KM,2021-05-26 19:47:25,-11.3847,43.2844,78.76,70,32,13.73
366,Tiznit,MA,2021-05-26 19:47:26,29.5833,-9.5,61.12,78,18,5.1
367,Bilibino,RU,2021-05-26 19:47:26,68.0546,166.4372,43.52,57,100,5.12
368,Kenora,CA,2021-05-26 19:47:26,49.8167,-94.4337,43.99,52,75,13.8
369,Teterow,DE,2021-05-26 19:47:26,53.7833,12.5667,51.85,94,75,8.05
370,Kavaratti,IN,2021-05-26 19:47:27,10.5669,72.642,83.48,74,100,17.18
371,Salalah,OM,2021-05-26 19:47:27,17.0151,54.0924,84.29,79,20,4.61
372,Pasni,PK,2021-05-26 19:47:28,25.2631,63.471,86.58,78,84,11.86
373,Dharchula,IN,2021-05-26 19:47:28,29.85,80.5333,68.31,49,4,5.91
374,Wang Saphung,TH,2021-05-26 19:47:29,17.301,101.7685,77.94,85,100,1.39
375,Sept-Iles,CA,2021-05-26 19:47:29,50.2001,-66.3821,45.25,96,90,5.99
376,Gazanjyk,TM,2021-05-26 19:47:29,39.2446,55.5154,70.36,71,77,18.68
377,Kulhudhuffushi,MV,2021-05-26 19:47:30,6.6221,73.07,81.52,80,100,25.1
378,Rio Cuarto,AR,2021-05-26 19:47:30,-33.1307,-64.3499,71.37,21,40,12.66
379,Ulladulla,AU,2021-05-26 19:47:31,-35.35,150.4667,49.87,75,0,5.46
380,Muros,ES,2021-05-26 19:43:52,42.7762,-9.0603,67.15,66,66,8.57
381,Warrnambool,AU,2021-05-26 19:47:31,-38.3833,142.4833,53.82,82,64,17.4
382,Awbari,LY,2021-05-26 19:47:32,26.5921,12.7805,93.0,10,10,10.18
383,Panzhihua,CN,2021-05-26 19:47:32,26.5851,101.7128,68.14,79,93,4.18
384,Sitka,US,2021-05-26 19:44:05,57.0531,-135.33,48.09,76,90,5.75
385,Puerto Madryn,AR,2021-05-26 19:47:32,-42.7692,-65.0385,57.02,52,100,15.75
386,Fatsa,TR,2021-05-26 19:47:33,41.0278,37.5014,62.4,89,8,4.54
387,Yining,CN,2021-05-26 19:47:33,29.0361,114.5636,65.73,96,85,1.97
388,Baghdad,IQ,2021-05-26 19:47:31,33.3406,44.4009,84.11,24,0,4.09
389,Saint-Augustin,CA,2021-05-26 19:47:34,51.226,-58.6502,44.11,88,100,9.15
390,Mackay,AU,2021-05-26 19:47:34,-21.15,149.2,60.04,94,0,6.91
391,Pisco,PE,2021-05-26 19:47:34,-13.7,-76.2167,68.05,83,20,8.05
392,Kloulklubed,PW,2021-05-26 19:47:35,7.0419,134.2556,75.7,74,96,10.42
393,Norman Wells,CA,2021-05-26 19:44:32,65.282,-126.8329,51.84,50,75,13.8
394,Zhanaozen,KZ,2021-05-26 19:47:35,43.3,52.8,71.35,60,100,16.75
395,Praia Da Vitoria,PT,2021-05-26 19:47:36,38.7333,-27.0667,62.85,63,40,17.22
396,Pamekasan,ID,2021-05-26 19:47:36,-7.1568,113.4746,80.33,79,98,11.03
397,Pop,UZ,2021-05-26 19:47:37,40.8736,71.1089,70.29,44,17,9.28
398,Evensk,RU,2021-05-26 19:47:37,61.95,159.2333,38.14,96,100,15.39
399,Basoko,CD,2021-05-26 19:47:38,1.2391,23.616,77.27,72,86,2.26
400,Rochelle,FR,2021-05-26 19:47:38,46.25,-1.0,56.32,76,75,7.25
401,Newport,GB,2021-05-26 19:43:40,51.5877,-2.9984,57.85,78,47,5.68
402,Sinnamary,GF,2021-05-26 19:47:39,5.3833,-52.95,80.26,83,100,9.31
403,Nchelenge,ZM,2021-05-26 19:47:39,-9.3451,28.734,64.31,64,0,8.19
404,Kahului,US,2021-05-26 19:46:15,20.8947,-156.47,82.98,75,40,14.97
405,Gao,ML,2021-05-26 19:47:40,16.6362,1.637,96.1,4,100,12.12
406,Wainwright,CA,2021-05-26 19:47:40,52.839,-110.8572,53.51,47,25,14.0
407,Kavieng,PG,2021-05-26 19:47:41,-2.5744,150.7967,79.72,86,100,10.02
408,Tacuarembo,UY,2021-05-26 19:47:41,-31.7333,-55.9833,63.88,61,3,6.89
409,Boueni,YT,2021-05-26 19:47:41,-12.9025,45.0761,78.78,67,0,14.23
410,Gibsons,CA,2021-05-26 19:46:41,49.3997,-123.5027,59.81,79,100,8.88
411,Lincoln,US,2021-05-26 19:47:18,40.8,-96.667,84.11,34,1,11.5
412,Nichinan,JP,2021-05-26 19:47:42,31.6,131.3667,72.25,94,100,14.34
413,College,US,2021-05-26 19:47:42,64.8569,-147.8028,61.66,39,75,3.44
414,La Palma,US,2021-05-26 19:47:42,33.8464,-118.0467,92.12,65,20,7.0
415,Lohne,DE,2021-05-26 19:47:43,52.6667,8.2333,52.45,87,100,5.01
416,Cerano,MX,2021-05-26 19:47:43,20.1167,-101.3833,89.33,16,95,9.04
417,Gamba,GA,2021-05-26 19:47:43,-2.65,10.0,77.09,92,97,5.21
418,Caconda,AO,2021-05-26 19:47:44,-13.7333,15.0667,57.25,44,0,0.54
419,Blythe,US,2021-05-26 19:47:44,33.6103,-114.5964,97.03,11,1,10.16
420,Te Anau,NZ,2021-05-26 19:47:44,-45.4167,167.7167,40.24,91,100,3.47
421,Padang,ID,2021-05-26 19:47:45,-0.9492,100.3543,79.36,87,100,5.41
422,Isangel,VU,2021-05-26 19:47:45,-19.55,169.2667,71.71,76,19,8.19
423,Esso,RU,2021-05-26 19:47:46,55.9333,158.7,33.06,90,98,4.83
424,Batemans Bay,AU,2021-05-26 19:47:46,-35.7167,150.1833,43.92,76,0,5.37
425,Rocha,UY,2021-05-26 19:47:47,-34.4833,-54.3333,57.74,72,35,11.01
426,Sakakah,SA,2021-05-26 19:47:47,29.9697,40.2064,90.97,14,0,5.53
427,San Juan,AR,2021-05-26 19:47:47,-31.5375,-68.5364,79.74,16,0,4.92
428,Yeppoon,AU,2021-05-26 19:47:48,-23.1333,150.7333,51.58,86,0,5.48
429,Kabalo,CD,2021-05-26 19:47:48,-6.05,26.9167,72.5,56,1,4.56
430,Firminopolis,BR,2021-05-26 19:47:48,-16.5819,-50.305,85.96,39,24,4.12
431,Qixia,CN,2021-05-26 19:47:49,37.2975,120.8256,61.84,82,2,4.0
432,Bulungu,CD,2021-05-26 19:47:49,-4.55,18.6,72.73,55,65,1.5
433,Ishigaki,JP,2021-05-26 19:47:50,24.3448,124.1572,83.08,84,95,18.97
434,Sola,VU,2021-05-26 19:47:50,-13.8833,167.55,76.51,62,14,14.54
435,Imbituba,BR,2021-05-26 19:47:50,-28.24,-48.6703,67.89,69,0,3.22
436,Saint-Pierre,RE,2021-05-26 19:47:51,-21.3393,55.4781,71.28,88,90,3.44
437,Huanren,CN,2021-05-26 19:47:51,41.2647,125.3667,44.6,98,100,3.22
438,Mae Sai,TH,2021-05-26 19:47:52,20.4335,99.8762,76.32,95,90,1.68
439,Hervey Bay,AU,2021-05-26 19:47:52,-25.2986,152.8535,61.02,90,3,5.01
440,Yelizovo,RU,2021-05-26 19:47:52,53.1873,158.3805,39.34,100,90,4.47
441,Gallup,US,2021-05-26 19:47:53,35.5281,-108.7426,77.02,9,1,3.0
442,Todos Santos,MX,2021-05-26 19:47:53,23.45,-110.2167,100.0,41,33,12.33
443,Hami,CN,2021-05-26 19:47:54,42.8,93.45,76.77,14,0,9.06
444,Kendari,ID,2021-05-26 19:47:54,-3.945,122.4989,75.36,94,88,1.28
445,Tomatlan,MX,2021-05-26 19:47:54,19.9333,-105.25,91.15,45,7,13.22
446,Chebenki,RU,2021-05-26 19:47:55,51.9337,55.7077,64.15,50,29,15.68
447,Kozhva,RU,2021-05-26 19:47:55,65.1073,57.0459,38.32,49,100,6.08
448,Nordby,DK,2021-05-26 19:47:56,55.446,8.3979,51.04,91,75,1.01
449,Chara,RU,2021-05-26 19:47:56,56.9064,118.2631,42.33,87,100,3.65
450,Carutapera,BR,2021-05-26 19:47:56,-1.195,-46.02,80.67,84,24,7.9
451,San Carlos De Bariloche,AR,2021-05-26 19:45:51,-41.1456,-71.3082,55.15,67,75,9.26
452,Dois Corregos,BR,2021-05-26 19:47:57,-22.3661,-48.3803,81.75,45,40,2.26
453,Ferrol,ES,2021-05-26 19:47:57,43.4832,-8.2369,64.65,78,66,8.52
454,Forbes,AU,2021-05-26 19:47:57,-33.3833,148.0167,40.91,82,1,5.39
455,Bilma,NE,2021-05-26 19:47:58,18.6853,12.9164,90.66,6,0,3.65
456,Beira,MZ,2021-05-26 19:47:59,-19.8436,34.8389,68.09,82,20,6.6
457,Englehart,CA,2021-05-26 19:47:59,47.8169,-79.8664,72.16,43,90,20.38
458,Bo Phloi,TH,2021-05-26 19:47:59,14.3236,99.5161,77.85,84,100,4.09
459,Batagay,RU,2021-05-26 19:48:00,67.6333,134.6333,51.24,55,9,7.11
460,Khuzhir,RU,2021-05-26 19:48:00,53.1939,107.3397,39.49,81,82,7.7
461,Santa Rosa,PH,2021-05-26 19:48:00,14.3122,121.1114,84.18,77,98,4.61
462,Makakilo City,US,2021-05-26 19:48:01,21.3469,-158.0858,82.62,59,40,6.91
463,Biskamzha,RU,2021-05-26 19:48:01,53.4497,89.5272,51.58,96,8,0.85
464,Chernyshevskiy,RU,2021-05-26 19:48:02,63.0128,112.4714,41.34,78,94,4.34
465,Marsa Matruh,EG,2021-05-26 19:48:02,31.3525,27.2453,82.6,34,0,11.5
466,Valleyview,CA,2021-05-26 19:48:02,55.0667,-117.2859,60.84,39,100,3.44
467,Ostrovnoy,RU,2021-05-26 19:48:03,68.0531,39.5131,35.87,73,27,0.49
468,Timra,SE,2021-05-26 19:48:03,62.487,17.3257,53.31,58,0,10.36
469,Rock Springs,US,2021-05-26 19:45:38,41.5875,-109.2029,64.24,39,75,5.01
470,Bealanana,MG,2021-05-26 19:48:04,-14.55,48.7333,56.43,78,0,0.69
471,Young,UY,2021-05-26 19:48:05,-32.6833,-57.6333,67.23,69,76,8.16
472,Tharad,IN,2021-05-26 19:48:05,24.3961,71.6267,86.95,71,54,17.83
473,Huoqiu,CN,2021-05-26 19:48:05,32.3394,116.2694,63.88,89,94,8.08
474,Lompoc,US,2021-05-26 19:47:12,34.6391,-120.4579,76.78,74,40,12.66
475,Nouakchott,MR,2021-05-26 19:48:06,18.0858,-15.9785,71.53,70,2,17.07
476,Amapa,BR,2021-05-26 19:44:10,1.0,-52.0,81.77,82,54,2.62
477,Dromolaxia,CY,2021-05-26 19:48:06,34.8761,33.586,74.44,74,0,5.75
478,Phalodi,IN,2021-05-26 19:48:07,27.1333,72.3667,92.44,39,9,21.3
479,Tezu,IN,2021-05-26 19:48:07,27.9167,96.1667,75.79,98,100,3.74
480,Khani,GE,2021-05-26 19:48:07,41.9563,42.9566,53.17,91,32,4.34
481,Kozmodemyansk,RU,2021-05-26 19:48:08,56.3367,46.5711,52.63,87,1,6.87
482,Petropavlovsk-Kamchatskiy,RU,2021-05-26 19:48:08,53.0452,158.6483,37.99,100,90,5.14
483,Svetlaya,RU,2021-05-26 19:48:08,46.5389,138.3297,42.6,88,100,3.11
484,Komyshany,UA,2021-05-26 19:48:09,46.6372,32.5072,62.94,88,0,4.0
485,Xuddur,SO,2021-05-26 19:48:09,4.1213,43.8894,72.43,77,70,14.16
486,Milos,GR,2021-05-26 19:48:09,36.75,24.4333,68.72,69,0,2.04
487,San Borja,BO,2021-05-26 19:48:10,-14.8167,-66.85,84.83,55,74,4.0
488,Hualmay,PE,2021-05-26 19:48:10,-11.0964,-77.6139,70.3,77,13,7.9
489,Gifford,US,2021-05-26 19:48:11,27.6753,-80.4092,88.05,61,1,11.5
490,Bathsheba,BB,2021-05-26 19:48:11,13.2167,-59.5167,84.81,65,75,17.81
491,Egvekinot,RU,2021-05-26 19:48:12,66.3167,-179.1667,36.55,51,26,13.94
492,Kurchum,KZ,2021-05-26 19:48:12,48.5722,83.6542,67.66,48,0,5.95
493,Krasnouralsk,RU,2021-05-26 19:48:13,58.3638,60.0407,47.79,81,92,7.27
494,Roald,NO,2021-05-26 19:45:16,62.5833,6.1333,65.32,82,0,20.71
495,Fukue,JP,2021-05-26 19:48:14,32.6881,128.8419,70.29,97,100,23.22
496,Maarianhamina,AX,2021-05-26 19:48:14,60.0973,19.9348,46.26,93,90,12.66
497,Gilbues,BR,2021-05-26 19:48:14,-9.8317,-45.3439,85.48,31,0,4.36
498,Guerrero Negro,MX,2021-05-26 19:48:15,27.9769,-114.0611,74.93,42,49,12.5
499,Lakatoro,VU,2021-05-26 19:48:15,-16.0999,167.4164,71.71,65,40,5.35
500,Avera,US,2021-05-26 19:44:44,33.194,-82.5271,94.87,28,42,10.8
501,Hamilton,US,2021-05-26 19:45:10,39.1834,-84.5333,72.21,94,90,3.0
502,Stokmarknes,NO,2021-05-26 19:48:16,68.5646,14.9108,49.96,76,17,8.95
503,Tanete,ID,2021-05-26 19:48:16,-3.9443,119.7848,76.12,93,90,5.46
504,Alamos,MX,2021-05-26 19:48:16,27.0167,-108.9333,94.71,8,32,8.43
505,Buala,SB,2021-05-26 19:48:17,-8.145,159.5921,80.01,81,100,12.8
506,Jibuti,DJ,2021-05-26 19:48:17,11.5,42.5,83.62,57,68,11.74
507,Sterling,US,2021-05-26 19:48:17,39.0062,-77.4286,95.05,45,20,6.91
508,Urubicha,BO,2021-05-26 19:48:18,-15.3833,-62.95,87.82,45,74,3.58
509,Puerto Gaitan,CO,2021-05-26 19:48:18,4.3133,-72.0816,81.0,76,82,3.24
510,Bukachacha,RU,2021-05-26 19:48:18,52.9833,116.9167,39.52,84,100,2.93
511,Sayat,TM,2021-05-26 19:48:19,38.7839,63.8803,82.27,11,75,7.9
512,Beringovskiy,RU,2021-05-26 19:44:31,63.05,179.3167,33.28,88,97,12.28
513,Price,US,2021-05-26 19:48:19,39.5994,-110.8107,75.11,15,1,3.44
514,Deputatskiy,RU,2021-05-26 19:43:45,69.3,139.9,42.01,73,100,5.61
515,Sunbury,AU,2021-05-26 19:48:20,-37.5833,144.7333,51.55,84,40,1.99
516,Vanderhoof,CA,2021-05-26 19:45:05,54.0166,-124.0198,53.04,66,100,4.63
517,Abnub,EG,2021-05-26 19:48:20,27.2696,31.1511,95.22,14,0,10.29
518,Boppard,DE,2021-05-26 19:48:20,50.2308,7.5899,52.23,96,10,5.55
519,Hue,VN,2021-05-26 19:48:21,16.4667,107.6,80.71,83,20,3.2
520,Atar,MR,2021-05-26 19:48:21,20.5169,-13.0499,93.96,13,0,9.86
521,Ilulissat,GL,2021-05-26 19:48:21,69.2167,-51.1,60.82,31,75,13.8
522,Sao Filipe,CV,2021-05-26 19:48:22,14.8961,-24.4956,75.29,75,0,8.81
523,Launceston,AU,2021-05-26 19:48:22,-41.45,147.1667,48.79,94,75,1.99
524,Juba,SS,2021-05-26 19:44:18,4.8517,31.5825,71.87,89,100,5.41
525,Pulandian,CN,2021-05-26 19:48:22,39.3953,121.9669,55.53,82,0,9.28
526,Merke,KZ,2021-05-26 19:48:23,42.8728,73.1786,64.36,58,58,7.63
527,Alekseyevka,RU,2021-05-26 19:48:23,50.6309,38.6903,61.45,59,97,2.19
528,San Jeronimo,PE,2021-05-26 19:48:24,-11.9472,-75.2829,59.9,46,87,6.15
529,Elkhart,US,2021-05-26 19:44:39,41.5823,-85.8344,77.36,64,20,16.11
530,Chaohu,CN,2021-05-26 19:48:24,31.6,117.8667,68.04,94,72,5.79
531,Wellington,NZ,2021-05-26 19:48:25,-41.2866,174.7756,42.46,93,0,6.91
532,Toppenish,US,2021-05-26 19:48:25,46.3774,-120.3087,72.72,42,32,2.01
533,Pytalovo,RU,2021-05-26 19:48:25,57.0679,27.9138,47.8,92,96,6.73
534,Yulara,AU,2021-05-26 19:48:26,-25.2406,130.9889,44.44,70,0,8.05
535,Benguela,AO,2021-05-26 19:48:26,-12.5763,13.4055,75.83,76,5,3.76
536,Aksu,CN,2021-05-26 19:48:26,41.1231,80.2644,71.98,16,99,1.23
537,Korla,CN,2021-05-26 19:45:04,41.7597,86.1469,77.45,12,94,9.06
538,Pangody,RU,2021-05-26 19:48:27,65.85,74.4859,38.25,53,96,10.36
539,Kozova,UA,2021-05-26 19:48:27,49.4354,25.1509,52.61,88,4,6.04
540,Soligalich,RU,2021-05-26 19:48:28,59.0778,42.2864,45.86,73,98,7.87
541,Bonavista,CA,2021-05-26 19:48:28,48.6499,-53.1147,48.2,90,100,10.8
542,Taoudenni,ML,2021-05-26 19:45:00,22.6783,-3.9836,97.81,18,100,5.5
543,Dudinka,RU,2021-05-26 19:48:28,69.4058,86.1778,8.76,100,87,0.49
544,Maniitsoq,GL,2021-05-26 19:48:29,65.4167,-52.9,44.37,72,100,11.81
545,Sao Jose Da Coroa Grande,BR,2021-05-26 19:48:29,-8.8978,-35.1478,78.01,77,23,10.8
546,Satkhira,BD,2021-05-26 19:48:30,22.7167,89.1,80.6,73,100,20.15
547,Thinadhoo,MV,2021-05-26 19:46:01,0.5333,72.9333,84.42,69,100,21.14
548,Talnakh,RU,2021-05-26 19:48:30,69.4865,88.3972,13.8,96,44,2.71
549,Russell,US,2021-05-26 19:48:30,32.3502,-85.1999,91.15,39,40,9.15
550,Carmen,MX,2021-05-26 19:48:31,18.6333,-91.8333,88.27,61,81,9.24
551,Corner Brook,CA,2021-05-26 19:45:05,48.9667,-57.9484,59.16,88,100,4.65
552,Aloleng,PH,2021-05-26 19:48:31,16.1307,119.7824,82.63,78,100,4.23
553,Pochutla,MX,2021-05-26 19:46:09,15.7432,-96.4661,93.81,44,90,8.08
554,Kade,DE,2021-05-26 19:48:32,52.3833,12.2667,53.17,95,82,8.3
555,Karaton,ID,2021-05-26 19:48:33,-6.3424,106.1045,81.95,93,99,3.33
556,Malartic,CA,2021-05-26 19:48:33,48.1335,-78.1328,73.51,67,89,18.16
557,Tinaquillo,VE,2021-05-26 19:48:33,9.9186,-68.3047,89.67,44,32,4.99
558,Tanout,NE,2021-05-26 19:48:34,14.9709,8.8879,88.34,7,0,7.65
559,Bonthe,SL,2021-05-26 19:48:34,7.5264,-12.505,81.61,79,21,7.27
560,Udupi,IN,2021-05-26 19:48:34,13.35,74.75,76.24,78,100,6.22
561,Waingapu,ID,2021-05-26 19:48:35,-9.6567,120.2641,77.67,88,63,12.88
